time_s,pressure_atm,force_N,position_mm
0.6102299690246582,-0.0029500791340446152,0.002,89.88
0.6486579994360606,-0.0029510065047162093,0.002,89.8677221706629
0.687086029847463,-0.0029570632124281057,0.002,89.85544434132579
0.7255140602588653,-0.0029540562271835225,0.002,89.8431665119887
0.7639420906702677,-0.002948749895446325,0.002,89.8308886826516
0.8023701210816702,-0.0029391965498687038,0.002,89.81863007880186
0.8407981514930725,-0.002931618949773853,0.002,89.80652217194682
0.8792261819044749,-0.0029301936373068308,0.002,89.7944142650918
0.9176542123158773,-0.0029472756628965906,0.002,89.78230635823677
0.9560822427272797,-0.002939076082907524,0.002,89.77019845138173
0.9945102731386821,-0.002932936049792714,0.002,89.75772367631563
1.0329383035500843,-0.002926883009767298,0.002,89.7432894485855
1.0713663339614867,-0.0029343334830142388,0.002,89.72885522085537
1.1097943643728891,-0.002941082040714327,0.002,89.71442099312523
1.1482223947842916,-0.0029429109974224623,0.002,89.69999121645684
1.186650425195694,-0.002955872872816298,0.002,89.69041150756091
1.2250784556070964,-0.002947073007121538,0.002,89.68083179866498
1.2635064860184988,-0.0029448071121678204,0.002,89.67125208976906
1.3019345164299012,-0.002951523287096217,0.002,89.66167238087313
1.3403625468413036,-0.0029575735576437834,0.002,89.64418012551917
1.378790577252706,-0.0029458048741134303,0.002,89.62501438560557
1.4172186076641085,-0.0029531883405096364,0.002,89.60584864569196
1.4556466380755106,-0.0029594855960345273,0.002,89.58668290577837
1.494074668486913,-0.002941321155271415,0.0023121798970278055,89.57063460308916
1.5325026988983155,-0.002948232513013016,0.002791490816957703,89.55625527549127
1.5709307293097179,-0.0029500791340446152,0.0032708017368876007,89.54187594789337
1.6093587597211203,-0.0029500791340446152,0.0037501126568174987,89.52749662029547
1.6477867901325227,-0.0029491787532738836,0.003770583586716524,89.51541167173433
1.686214820543925,-0.00294225257399718,0.0032912876326699533,89.5058257526534
1.7246428509553273,-0.002946818152733227,0.00281199167862338,89.49623983357247
1.7630708813667297,-0.0029532743765362684,0.002332695724576807,89.48665391449154
1.8014989117781322,-0.0029565789110908174,0.002,89.4755312981078
1.8399269421895346,-0.002950518849480025,0.002,89.46092128866563
1.878354972600937,-0.0029500791340446152,0.002,89.44631127922348
1.9167830030123394,-0.002938204737953366,0.002,89.43170126978133
1.9552110334237418,-0.0029233729241962395,0.0020954253871300946,89.4180914922574
1.9936390638351442,-0.0029175831671551158,0.0025747277550122244,89.40850544489976
2.032067094246546,-0.002923640684088872,0.0030540301228943485,89.39891939754212
2.070495124657949,-0.0029390654759929957,0.003533332490776484,89.38933335018447
2.108923155069351,-0.002947166753456356,0.003987035276850503,89.37961105830551
2.147351185480754,-0.0029419036482236653,0.0034952195254921306,89.36485658576476
2.185779215892156,-0.0029488167851540676,0.003003403774133769,89.35010211322401
2.2242072463035587,-0.002944423330991041,0.0025115880227753965,89.33534764068325
2.2626352767149607,-0.002941082040714327,0.002019772271417035,89.32059316814251
2.301063307126363,-0.002938472073407899,0.002,89.31080330219197
2.3394913375377655,-0.0029263608537519227,0.002,89.30122138646881
2.377919367949168,-0.0029364053805457195,0.002,89.29163947074565
2.4163473983605703,-0.0029373701180284146,0.002,89.28205755502249
2.4547754287719727,-0.002935094302818521,0.002,89.26841394335511
2.493203459183375,-0.002941166586773461,0.002,89.25365965089739
2.5316314895947776,-0.0029480760016331784,0.002,89.23890535843967
2.57005952000618,-0.0029451687104246078,0.002,89.22415106598194
2.6084875504175824,-0.0029361230673192107,0.002,89.20967224769109
2.646915580828985,-0.0029266565745336933,0.002,89.1953012750117
2.6853436112403872,-0.00293874864391879,0.002,89.18093030233231
2.7237716416517896,-0.0029361953732663375,0.002,89.16655932965294
2.7621996720631916,-0.00293627194845137,0.002,89.15189089394524
2.800627702474594,-0.002941082040714327,0.002,89.13697268260701
2.8390557328859964,-0.002941082040714327,0.002,89.1220544712688
2.877483763297399,-0.002941082040714327,0.002,89.10713625993057
2.9159117937088013,-0.0029374362659008862,0.002,89.09249934206711
2.9543398241202037,-0.0029313841567232004,0.002,89.07812037792854
2.992767854531606,-0.0029253303232042427,0.002,89.06374141378998
3.0311958849430085,-0.002931386308579301,0.002,89.04936244965141
3.069623915354411,-0.0029374414251155854,0.002,89.03660417132171
3.1080519457658133,-0.002938670041206202,0.002,89.02687062048462
3.1464799761772158,-0.002934460946563066,0.002,89.0171370696475
3.184908006588618,-0.002947433456377957,0.002,89.0074035188104
3.2233360370000206,-0.002939763225803719,0.002,88.99770546521937
3.261764067411423,-0.002933205896716993,0.002,88.98812020172134
3.3001920978228254,-0.0029343702134112296,0.002,88.97853493822333
3.338620128234228,-0.0029404336615985504,0.002,88.96894967472531
3.3770481586456302,-0.0029248820989985565,0.0020323134229080797,88.95870746308367
3.415476189057032,-0.002924615093099931,0.002519629571960122,88.9392148171216
3.4539042194684346,-0.00293496804827416,0.00300694572101217,88.9197221711595
3.492332249879837,-0.002941009738021303,0.0034942618700642184,88.90022952519743
3.5307602802912395,-0.0029479186058571877,0.003981578019116266,88.88073687923534
3.569188310702642,-0.0029328158869346274,0.0035391305133820883,88.87078261026764
3.6076163411140443,-0.0029151076082456246,0.0030601543207124954,88.86120308641425
3.6460443715254467,-0.0029106117856523314,0.002581178128042902,88.85162356256086
3.684472401936849,-0.002922718154329374,0.002102201935373309,88.84204403870747
3.7229004323482515,-0.0029300734283145575,0.002,88.82868888996276
3.761328462759654,-0.002939461253000633,0.002,88.81430958374533
3.7997564931710563,-0.002945521189739145,0.002,88.7999302775279
3.8381845235824588,-0.002920432475246575,0.002,88.78555097131047
3.876612553993861,-0.0029395709488000375,0.002,88.77394941980204
3.9150405844052636,-0.0029500791340446152,0.002,88.76409443056833
3.953468614816666,-0.0029464689344978695,0.002,88.75423944133463
3.991896645228068,-0.002933512246324297,0.002,88.74438445210093
4.03032467563947,-0.002927293212667339,0.0022659591191463097,88.7320212264256
4.068752706050873,-0.0029335123475060514,0.0027450755554630753,88.71764773333611
4.107180736462276,-0.002941082040714327,0.003224191991779841,88.7032742402466
4.145608766873678,-0.002941082040714327,0.0037033084280965957,88.6889007471571
4.18403679728508,-0.002941082040714327,0.0038133333485418155,88.67626666697085
4.2224648276964825,-0.0029317241500699353,0.003323076381031174,88.66646152762063
4.260892858107885,-0.002925329752719658,0.002832819413520532,88.65665638827042
4.299320888519287,-0.002927387688432495,0.0023425624460099016,88.6468512489202
4.337748918930689,-0.0029395045146529443,0.002,88.63566912267505
4.376176949342092,-0.002925271581397725,0.002,88.62129321514365
4.414604979753495,-0.0029243457937161974,0.002,88.60691730761226
4.453033010164897,-0.00293482495158229,0.002,88.59254140008086
4.491461040576299,-0.0029408801859097827,0.002,88.57877697867038
4.529889070987702,-0.0029293737179376155,0.002,88.5691929120924
