time_s,pressure_atm,force_N,position_mm
0.0,0.0015475037735916024,-0.1022833640063409,-0.01
0.010000000000001563,0.0015483148121778153,-0.07964305083374555,-0.01
0.019999999999999574,0.0015491188705768807,-0.058299310039778236,-0.01
0.030000000000001137,0.0015498962365625907,-0.03899151677952726,-0.01
0.03999999999999915,0.001550635435266005,-0.022265320972548804,-0.01
0.05000000000000071,0.0015513344095367731,-0.008449085833271437,-0.01
0.05999999999999872,0.0015519997093110635,0.002346882598032798,-0.01
0.07000000000000028,0.0015526436938849508,0.010210704149421516,-0.01
0.0799999999999983,0.0015532801423077142,0.015393785098694553,-0.01
0.08999999999999986,0.0015539190370235582,0.018266219588778585,-0.01
0.10000000000000142,0.0015545615372486213,0.01926883400858644,-0.01
0.10999999999999943,0.001555196214818866,0.018867208614091795,-0.01
0.11999999999999922,0.001555797458942767,0.017511681632056852,-0.01
0.13000000000000078,0.0015563265966222724,0.015605677890289575,-0.01
0.14000000000000057,0.0015567358018973507,0.013482972684941192,-0.01
0.15000000000000036,0.0015569743816914179,0.011393241728989636,-0.02
0.16000000000000014,0.001556996613436001,0.009495154761223937,-0.01
0.16999999999999993,0.0015567700172660563,0.007857208281775262,-0.02
0.17999999999999972,0.001556282794664933,0.006467066504534243,-0.02
0.1899999999999995,0.00155554916908267,0.00524928575174788,-0.02
0.1999999999999993,0.0015546115364693971,0.004089519563608679,-0.02
0.21000000000000085,0.0015535386903563703,0.002862007285722661,-0.03
0.22000000000000064,0.001552419927751458,0.0014569920751442919,-0.02
0.23000000000000043,0.001551355517887999,-0.0001947541270191584,-0.03
0.2400000000000002,0.001550444699156164,-0.002102935407775791,-0.02
0.25,0.0015497728912596844,-0.004207374885716188,-0.03
0.2599999999999998,0.0015494000313088841,-0.006379252010197177,-0.03
0.2699999999999996,0.0015493518071326281,-0.008434669079710078,-0.03
0.27999999999999936,0.0015496151060290463,-0.010157724912333948,-0.03
0.28999999999999915,0.0015501383428259306,-0.011327941445812903,-0.04
0.3000000000000007,0.001550836631353572,-0.011747126539664544,-0.04
0.3100000000000005,0.001551601134487872,-0.011262390267629306,-0.04
0.3200000000000003,0.0015523114199980288,-0.00978347307681937,-0.04
0.33000000000000007,0.0015528492800764295,-0.00729345026885135,-0.04
0.33999999999999986,0.0015531122688070475,-0.003852518085509077,-0.04
0.34999999999999964,0.0015530252183697628,0.00040485340621992813,-0.05
0.35999999999999943,0.0015525482534798575,0.005278621626807714,-0.05
0.3699999999999992,0.0015516803440034064,0.010516960159682774,-0.05
0.3800000000000008,0.0015504581564664249,0.01583491580678771,-0.05
0.39000000000000057,0.0015489507343752586,0.02093765304826051,-0.05
0.40000000000000036,0.0015472511597758635,0.02554636485839608,-0.05
0.41000000000000014,0.0015454666775259265,0.029422785726747953,-0.05000000000000006
0.41999999999999993,0.0015437087554169319,0.032387807065532154,-0.06
0.4299999999999997,0.0015420842626130396,0.034331541607664884,-0.06
0.4399999999999995,0.0015406885004158135,0.03521465528055019,-0.05
0.4499999999999993,0.0015396003585028781,0.03506232731114907,-0.06
0.46000000000000085,0.0015388795040262636,0.033952937278142095,-0.06
0.47000000000000064,0.001538565282757893,0.0320041625414133,-0.06
0.4800000000000004,0.0015386769149203434,0.029359385323428275,-0.06
0.4900000000000002,0.0015392145760999144,0.02617666135871353,-0.07
0.5,0.0015401610304824722,0.02262140130265706,-0.07
0.5099999999999998,0.0015414835909863765,0.018863236406019578,-0.07
0.5199999999999996,0.0015431362824126227,0.015077152249026364,-0.07
0.5299999999999994,0.0015450621554977618,0.011447783809375299,-0.07
0.5399999999999991,0.0015471957367465578,0.008173531792959383,-0.07
0.5500000000000007,0.0015494656079642324,0.005465369121676548,-0.07
0.5600000000000005,0.0015517970937470756,0.0035356812396255466,-0.08
0.5700000000000003,0.0015541149911516997,0.0025757221888388936,-0.08
0.5800000000000001,0.0015563462078810732,0.002725124489487274,-0.08
0.5899999999999999,0.0015584221107499746,0.0040411791841043114,-0.08
0.5999999999999996,0.001560280368753338,0.006477088045100004,-0.08
0.6099999999999994,0.0015618661439870964,0.009876118614372488,-0.08
0.6199999999999992,0.0015631326516390726,0.013983568812329603,-0.08
0.6300000000000008,0.0015640413432259264,0.018473057856101743,-0.08
0.6400000000000006,0.0015645621774471128,0.02298021676395227,-0.09
0.6500000000000004,0.0015646745200337934,0.027136573379748213,-0.09
0.6600000000000001,0.0015643690813907636,0.030599050795176403,-0.09
0.6699999999999999,0.001563650954106779,0.03307412815491365,-0.09
0.6799999999999997,0.0015625433265225744,0.03433785304227107,-0.09
0.6899999999999995,0.0015610909664297609,0.03425250892640466,-0.09000000000000011
0.6999999999999993,0.0015593622623393385,0.03277896419849745,-0.1
0.7100000000000009,0.0015574486194605084,0.029982515539295426,-0.1
0.7200000000000006,0.001555460392619803,0.026030333586057747,-0.1
0.7300000000000004,0.0015535192391983922,0.021179758110600848,-0.1
0.7400000000000002,0.0015517476049829286,0.015757655226259774,-0.1
0.75,0.0015502567634873364,0.0101317666343323,-0.1
0.7599999999999998,0.001549135210069256,0.004675875762440797,-0.1
0.7699999999999996,0.0015484391796563028,-0.0002681090335316309,-0.11
0.7799999999999994,0.0015481866541979363,-0.004426344212773322,-0.11
0.7899999999999991,0.001548355602580255,-0.0076210144793293945,-0.11
0.8000000000000007,0.0015488865418583377,-0.009783302017724621,-0.11
0.8100000000000005,0.001549688964524666,-0.010947137402392663,-0.11
0.8200000000000003,0.0015506507915973085,-0.011224617840247787,-0.11
0.8300000000000001,0.00155164977471836,-0.010769365545675803,-0.11000000000000011
0.8399999999999999,0.0015525656568669399,-0.009737086411827458,-0.12
0.8499999999999996,0.0015532918917087637,-0.008252399257259915,-0.11
0.8599999999999994,0.0015537458052781157,-0.006388872959323449,-0.12
0.8699999999999992,0.001553876253511395,-0.004166275793160676,-0.11
0.8800000000000008,0.0015536680729416534,-0.0015653298426391833,-0.12
0.8900000000000006,0.001553142916596721,0.0014441365543079478,-0.12
0.9000000000000004,0.0015523563873317923,0.004869642083862929,-0.12
